text,label,language,label_name,text_len,word_count
"ALERT: a senior minister caught lying under oath on camera — VIDEO PROOF! Deep state PANICKING! Over 2,300 million patriots DEMAND justice! USA is FALLING because of foreign agents! RT if you AGREE! Share EVERYWHERE!",1,en,FAKE,216,35
"The Germany government approved a $2,500 billion budget for infrastructure. The plan, reviewed by parliament, aims to achieve net-zero by 2030. Opposition parties offered mixed responses.",0,en,REAL,187,26
"The USA government approved a $1,000 billion budget for education. The plan, reviewed by finance ministry, aims to eradicate poverty by 2035. Opposition parties offered mixed responses.",0,en,REAL,185,27
"அதிசயம்: a mother of three ஒரே 14 நாளில் 1,000 கிலோ குறைத்தனர்! மருத்துவர்கள் வெறுக்கும் இந்த ஒரு இரகசிய உத்தி! a major politician தினமும் இதை பயன்படுத்துகிறார்! இன்றே ஆர்டர் செய்யுங்கள்!",1,ta,FAKE,187,26
"UNESCO நிறுவனம் இன்று அறிவித்தது: climate policy April 5 முதல் நடைமுறைக்கு வரும். 7 நாள் ஆலோசனைக்குப் பிறகு அதிகாரிகள் இந்த முடிவை உறுதிப்படுத்தினர். Reuters தெரிவிக்கும் வகையில், இந்த நடவடிக்கை reduce inflation என்று எதிர்பார்க்கப்படுகிறது.",0,ta,REAL,241,28
"IMF நிறுவனம் இன்று அறிவித்தது: new trade agreement June 30 முதல் நடைமுறைக்கு வரும். 60 நாள் ஆலோசனைக்குப் பிறகு அதிகாரிகள் இந்த முடிவை உறுதிப்படுத்தினர். AFP தெரிவிக்கும் வகையில், இந்த நடவடிக்கை cut emissions என்று எதிர்பார்க்கப்படுகிறது.",0,ta,REAL,237,29
இரகசியம் வெளியாயிற்று: lemon water 21 நாளில் cholera-ஐ குணப்படுத்துகிறது! பெரிய நிறுவனங்கள் இதை மறைக்கின்றன! 10 million மருத்துவர்கள் இதை வெளியிட்டதால் நிறுத்தப்பட்டனர்! விழிப்புணர்வு பெறுங்கள்! Big Pharma cover-up உண்மையானது!,1,ta,FAKE,226,24
இரகசியம் வெளியாயிற்று: neem 30 நாளில் dengue-ஐ குணப்படுத்துகிறது! பெரிய நிறுவனங்கள் இதை மறைக்கின்றன! 12 மருத்துவர்கள் இதை வெளியிட்டதால் நிறுத்தப்பட்டனர்! விழிப்புணர்வு பெறுங்கள்! New World Order உண்மையானது!,1,ta,FAKE,206,22
"Stock markets dipped on Tuesday as HDFC reported mixed quarterly earnings. Analysts at Morgan Stanley revised their 2030 forecast to 6.3%, citing supply chain issues.",0,en,REAL,166,25
அதிர்ச்சி செய்தி: a major politician இரகசியமாக betrays nation! அரசு 5G towers பற்றிய உண்மையை மறைக்கிறது! DELETE ஆவதற்கு முன் SHARE செய்யுங்கள்! PTI இந்த அதிர்ச்சிகரமான உண்மையை உறுதிப்படுத்துகிறது!,1,ta,FAKE,196,24
"NASA நிறுவனம் இன்று அறிவித்தது: climate policy June 30 முதல் நடைமுறைக்கு வரும். 21 நாள் ஆலோசனைக்குப் பிறகு அதிகாரிகள் இந்த முடிவை உறுதிப்படுத்தினர். Reuters தெரிவிக்கும் வகையில், இந்த நடவடிக்கை reduce inflation என்று எதிர்பார்க்கப்படுகிறது.",0,ta,REAL,240,28
"SEBI நிறுவனம் இன்று அறிவித்தது: climate policy April 5 முதல் நடைமுறைக்கு வரும். 30 நாள் ஆலோசனைக்குப் பிறகு அதிகாரிகள் இந்த முடிவை உறுதிப்படுத்தினர். Reuters தெரிவிக்கும் வகையில், இந்த நடவடிக்கை reduce inflation என்று எதிர்பார்க்கப்படுகிறது.",0,ta,REAL,240,28
"அதிசயம்: a retired teacher ஒரே 90 நாளில் 1,000 கிலோ குறைத்தனர்! மருத்துவர்கள் வெறுக்கும் இந்த ஒரு இரகசிய உத்தி! a major politician தினமும் இதை பயன்படுத்துகிறார்! இன்றே ஆர்டர் செய்யுங்கள்!",1,ta,FAKE,187,25
"Researchers at IIT Madras published findings in Cell showing that doubled lifespan. The study, conducted over 5 years with 1,200 participants, concludes that diet is key. Peer reviewers praised the methodology.",0,en,REAL,210,31
LEAKED: leaked email REVEALS that deep state plans to microchip citizens by 2027! Insiders FLEE for their lives! 12% of population at RISK! They are COMING for your freedom of speech! RESIST now!,1,en,FAKE,195,33
LEAKED: classified file REVEALS that government plans to microchip citizens by 2030! Insiders FLEE for their lives! 12% of population at RISK! They are COMING for your property! RESIST now!,1,en,FAKE,189,30
"Researchers at NUS published findings in Cell showing that reduced risk by 40%. The study, conducted over 2 years with 5,000 participants, concludes that diet is key. Peer reviewers praised the methodology.",0,en,REAL,206,32
அதிர்ச்சி செய்தி: a major politician இரகசியமாக funds terror groups! அரசு climate பற்றிய உண்மையை மறைக்கிறது! DELETE ஆவதற்கு முன் SHARE செய்யுங்கள்! Reuters இந்த அதிர்ச்சிகரமான உண்மையை உறுதிப்படுத்துகிறது!,1,ta,FAKE,203,24
அதிர்ச்சி செய்தி: a major politician இரகசியமாக funds terror groups! அரசு vaccines பற்றிய உண்மையை மறைக்கிறது! DELETE ஆவதற்கு முன் SHARE செய்யுங்கள்! Reuters இந்த அதிர்ச்சிகரமான உண்மையை உறுதிப்படுத்துகிறது!,1,ta,FAKE,204,24
LEAKED: leaked email REVEALS that WHO plans to control food supply by 2035! Insiders FLEE for their lives! 45% of population at RISK! They are COMING for your property! RESIST now!,1,en,FAKE,180,31
EXCLUSIVE: Scientists DISCOVER that coconut oil CURES dengue in just 7 days! Big Pharma DOESN'T want you to know! 100 doctors SILENCED for revealing this! WAKE UP! The deep state plot is REAL!,1,en,FAKE,192,33
TCS நிறுவனம் record காலாண்டு வருவாய் அறிவித்ததால் Monday அன்று சந்தை dipped. Citi பகுப்பாய்வாளர்கள் 2026 கணிப்பை 8.1% ஆக திருத்தினர்.,0,ta,REAL,133,17
MIRACLE: a mother of three LOSES 12 kg in 30 days using ONE weird trick doctors HATE! Experts BAFFLED! a major politician uses this SECRET daily! ORDER before December 1 — LIMITED SUPPLY!,1,en,FAKE,187,33
"The SEBI announced today that new trade agreement will take effect from January 1. Officials confirmed the decision after 21 days of deliberation. The measure is expected to cut emissions, according to senior official.",0,en,REAL,218,34
"Stock markets dipped on Friday as HDFC reported stellar quarterly earnings. Analysts at Morgan Stanley revised their 2027 forecast to 9.0%, citing strong demand.",0,en,REAL,161,24
"Researchers at Oxford published findings in Nature showing that cut costs by 30%. The study, conducted over 2 years with 10,000 participants, concludes that early screening saves lives. Peer reviewers praised the methodology.",0,en,REAL,225,33
"UK அரசு infrastructure துறைக்கு ₹2,500 கோடி நிதி ஒதுக்கியது. finance ministry மதிப்பாய்வு செய்த திட்டம் 2027-ல் boost GDP by 7% நோக்கமாக கொண்டுள்ளது. எதிர்க்கட்சிகள் கலவையான கருத்துக்களை தெரிவித்தன.",0,ta,REAL,198,24
MIRACLE: a mother of three LOSES 50 kg in 21 days using ONE weird trick doctors HATE! Experts BAFFLED! a famous actor uses this SECRET daily! ORDER before January 1 — LIMITED SUPPLY!,1,en,FAKE,182,33
"ALERT: a governor caught accepting bribe on camera — VIDEO PROOF! Deep state PANICKING! Over 2,300 million patriots DEMAND justice! Japan is FALLING because of foreign agents! RT if you AGREE! Share EVERYWHERE!",1,en,FAKE,210,33
MIRACLE: a mother of three LOSES 12 kg in 7 days using ONE weird trick doctors HATE! Experts BAFFLED! a tech billionaire uses this SECRET daily! ORDER before January 1 — LIMITED SUPPLY!,1,en,FAKE,185,33
ALERT: a senior minister caught lying under oath on camera — VIDEO PROOF! Deep state PANICKING! Over 45 million patriots DEMAND justice! Japan is FALLING because of globalists! RT if you AGREE! Share EVERYWHERE!,1,en,FAKE,211,34
Bengaluru-ல் Thursday அன்று 45 புதிய influenza வழக்குகள் பதிவாயின. சுகாதார அதிகாரிகள் நிலைமையை சமாளிக்க mobile units நிறுத்தினர். குடிமக்கள் stay home என்று அறிவுறுத்தப்படுகின்றனர்.,0,ta,REAL,181,20
"The SEBI announced today that vaccine mandate will take effect from June 30. Officials confirmed the decision after 7 days of deliberation. The measure is expected to boost employment, according to ministry spokesperson.",0,en,REAL,220,33
"NUS-இல் உள்ள ஆராய்ச்சியாளர்கள் Lancet இதழில் ஆய்வு முடிவுகளை வெளியிட்டனர். 5 ஆண்டுகள் 1,200 பங்கேற்பாளர்களுடன் நடத்தப்பட்ட இந்த ஆய்வு cut costs by 30% என்று கண்டறிந்தது. சகாக்கள் ஆய்வு முறையை பாராட்டினர்.",0,ta,REAL,204,25
Bengaluru-ல் Friday அன்று 45 புதிய COVID-19 வழக்குகள் பதிவாயின. சுகாதார அதிகாரிகள் நிலைமையை சமாளிக்க medical teams நிறுத்தினர். குடிமக்கள் wear masks என்று அறிவுறுத்தப்படுகின்றனர்.,0,ta,REAL,180,20
Google நிறுவனம் mixed காலாண்டு வருவாய் அறிவித்ததால் Monday அன்று சந்தை rose. Morgan Stanley பகுப்பாய்வாளர்கள் 2030 கணிப்பை 4.2% ஆக திருத்தினர்.,0,ta,REAL,143,18
"அதிசயம்: a local farmer ஒரே 60 நாளில் 2,500 கிலோ குறைத்தனர்! மருத்துவர்கள் வெறுக்கும் இந்த ஒரு இரகசிய உத்தி! a major politician தினமும் இதை பயன்படுத்துகிறார்! இன்றே ஆர்டர் செய்யுங்கள்!",1,ta,FAKE,184,25
"இரகசியம் வெளியாயிற்று: lemon water 14 நாளில் dengue-ஐ குணப்படுத்துகிறது! பெரிய நிறுவனங்கள் இதை மறைக்கின்றன! 500,000 மருத்துவர்கள் இதை வெளியிட்டதால் நிறுத்தப்பட்டனர்! விழிப்புணர்வு பெறுங்கள்! deep state plot உண்மையானது!",1,ta,FAKE,218,23
அதிசயம்: a local farmer ஒரே 7 நாளில் 200 கிலோ குறைத்தனர்! மருத்துவர்கள் வெறுக்கும் இந்த ஒரு இரகசிய உத்தி! a major politician தினமும் இதை பயன்படுத்துகிறார்! இன்றே ஆர்டர் செய்யுங்கள்!,1,ta,FAKE,181,25
"Japan அரசு agriculture துறைக்கு ₹2,500 கோடி நிதி ஒதுக்கியது. expert panel மதிப்பாய்வு செய்த திட்டம் 2026-ல் achieve net-zero நோக்கமாக கொண்டுள்ளது. எதிர்க்கட்சிகள் கலவையான கருத்துக்களை தெரிவித்தன.",0,ta,REAL,195,22
"Chennai-ல் Wednesday அன்று 500,000 புதிய cholera வழக்குகள் பதிவாயின. சுகாதார அதிகாரிகள் நிலைமையை சமாளிக்க vaccines நிறுத்தினர். குடிமக்கள் stay home என்று அறிவுறுத்தப்படுகின்றனர்.",0,ta,REAL,179,19
"Kolkata reported 500,000 new cases of influenza on Wednesday. Health authorities have deployed vaccines to manage the situation. Officials urge residents to stay home.",0,en,REAL,167,24
"MIRACLE: a local farmer LOSES 1,000 kg in 7 days using ONE weird trick doctors HATE! Experts BAFFLED! a tech billionaire uses this SECRET daily! ORDER before December 1 — LIMITED SUPPLY!",1,en,FAKE,186,32
EXCLUSIVE: Scientists DISCOVER that garlic CURES cholera in just 14 days! Big Pharma DOESN'T want you to know! 100 doctors SILENCED for revealing this! WAKE UP! The deep state plot is REAL!,1,en,FAKE,189,32
"UNESCO நிறுவனம் இன்று அறிவித்தது: tax reform March 15 முதல் நடைமுறைக்கு வரும். 90 நாள் ஆலோசனைக்குப் பிறகு அதிகாரிகள் இந்த முடிவை உறுதிப்படுத்தினர். Reuters தெரிவிக்கும் வகையில், இந்த நடவடிக்கை boost employment என்று எதிர்பார்க்கப்படுகிறது.",0,ta,REAL,239,28
"NUS-இல் உள்ள ஆராய்ச்சியாளர்கள் Nature இதழில் ஆய்வு முடிவுகளை வெளியிட்டனர். 3 ஆண்டுகள் 5,000 பங்கேற்பாளர்களுடன் நடத்தப்பட்ட இந்த ஆய்வு doubled lifespan என்று கண்டறிந்தது. சகாக்கள் ஆய்வு முறையை பாராட்டினர்.",0,ta,REAL,204,23
Mumbai reported 10 million new cases of influenza on Thursday. Health authorities have deployed vaccines to manage the situation. Officials urge residents to wear masks.,0,en,REAL,169,25
"Researchers at IIT Madras published findings in Lancet showing that improved accuracy. The study, conducted over 5 years with 500 participants, concludes that lifestyle changes matter. Peer reviewers praised the methodology.",0,en,REAL,224,31
ALERT: a governor caught lying under oath on camera — VIDEO PROOF! Deep state PANICKING! Over 100 million patriots DEMAND justice! India is FALLING because of elites! RT if you AGREE! Share EVERYWHERE!,1,en,FAKE,201,33
BREAKING: a major politician SECRETLY funds terror groups! Government HIDING the TRUTH about 5G towers! SHARE before they DELETE this! ministry spokesperson confirms SHOCKING revelation that mainstream media REFUSES to cover. This changes EVERYTHING!,1,en,FAKE,250,34
"EXCLUSIVE: Scientists DISCOVER that lemon water CURES influenza in just 90 days! Big Pharma DOESN'T want you to know! 500,000 doctors SILENCED for revealing this! WAKE UP! The deep state plot is REAL!",1,en,FAKE,200,33
"EXCLUSIVE: Scientists DISCOVER that turmeric CURES cholera in just 90 days! Big Pharma DOESN'T want you to know! 500,000 doctors SILENCED for revealing this! WAKE UP! The New World Order is REAL!",1,en,FAKE,195,32
அதிர்ச்சி செய்தி: a major politician இரகசியமாக betrays nation! அரசு climate பற்றிய உண்மையை மறைக்கிறது! DELETE ஆவதற்கு முன் SHARE செய்யுங்கள்! Reuters இந்த அதிர்ச்சிகரமான உண்மையை உறுதிப்படுத்துகிறது!,1,ta,FAKE,198,23
"The IMF announced today that new trade agreement will take effect from April 5. Officials confirmed the decision after 30 days of deliberation. The measure is expected to boost employment, according to ministry spokesperson.",0,en,REAL,224,34
"Hyderabad reported 2,300 new cases of COVID-19 on Tuesday. Health authorities have deployed vaccines to manage the situation. Officials urge residents to wear masks.",0,en,REAL,165,24
Mumbai reported 10 million new cases of cholera on Monday. Health authorities have deployed vaccines to manage the situation. Officials urge residents to get vaccinated.,0,en,REAL,169,25
"Stanford-இல் உள்ள ஆராய்ச்சியாளர்கள் Science இதழில் ஆய்வு முடிவுகளை வெளியிட்டனர். 3 ஆண்டுகள் 5,000 பங்கேற்பாளர்களுடன் நடத்தப்பட்ட இந்த ஆய்வு improved accuracy என்று கண்டறிந்தது. சகாக்கள் ஆய்வு முறையை பாராட்டினர்.",0,ta,REAL,211,23
MIRACLE: a mother of three LOSES 50 kg in 21 days using ONE weird trick doctors HATE! Experts BAFFLED! a major politician uses this SECRET daily! ORDER before December 1 — LIMITED SUPPLY!,1,en,FAKE,187,33
"Stock markets surged on Friday as Reliance reported record quarterly earnings. Analysts at ICICI revised their 2035 forecast to 4.2%, citing cost pressures.",0,en,REAL,156,23
கசிந்த ஆவணம்: WEF 2030-ல் microchip citizens திட்டமிடுகிறது! உள்நாட்டு தகவலாளர்கள் உயிருக்கு பயந்து ஓடுகின்றனர்! மக்களுக்கு property ஆபத்தில் உள்ளது! SHARE செய்யுங்கள்!,1,ta,FAKE,168,18
"Stock markets fell on Thursday as Infosys reported strong quarterly earnings. Analysts at Morgan Stanley revised their 2035 forecast to 4.2%, citing innovation.",0,en,REAL,160,23
"Delhi reported 500,000 new cases of influenza on Friday. Health authorities have deployed mobile units to manage the situation. Officials urge residents to wear masks.",0,en,REAL,167,25
"அதிசயம்: a local farmer ஒரே 60 நாளில் 1,000 கிலோ குறைத்தனர்! மருத்துவர்கள் வெறுக்கும் இந்த ஒரு இரகசிய உத்தி! a tech billionaire தினமும் இதை பயன்படுத்துகிறார்! இன்றே ஆர்டர் செய்யுங்கள்!",1,ta,FAKE,184,25
"UNESCO நிறுவனம் இன்று அறிவித்தது: new trade agreement January 1 முதல் நடைமுறைக்கு வரும். 21 நாள் ஆலோசனைக்குப் பிறகு அதிகாரிகள் இந்த முடிவை உறுதிப்படுத்தினர். senior official தெரிவிக்கும் வகையில், இந்த நடவடிக்கை improve healthcare என்று எதிர்பார்க்கப்படுகிறது.",0,ta,REAL,259,30
ALERT: a governor caught lying under oath on camera — VIDEO PROOF! Deep state PANICKING! Over 10 million million patriots DEMAND justice! Japan is FALLING because of foreign agents! RT if you AGREE! Share EVERYWHERE!,1,en,FAKE,216,35
France அரசு agriculture துறைக்கு ₹50 கோடி நிதி ஒதுக்கியது. expert panel மதிப்பாய்வு செய்த திட்டம் 2026-ல் achieve net-zero நோக்கமாக கொண்டுள்ளது. எதிர்க்கட்சிகள் கலவையான கருத்துக்களை தெரிவித்தன.,0,ta,REAL,193,22
Google நிறுவனம் record காலாண்டு வருவாய் அறிவித்ததால் Wednesday அன்று சந்தை surged. ICICI பகுப்பாய்வாளர்கள் 2035 கணிப்பை 9.0% ஆக திருத்தினர்.,0,ta,REAL,140,17
"Stock markets dipped on Thursday as Google reported strong quarterly earnings. Analysts at Goldman Sachs revised their 2027 forecast to 4.2%, citing supply chain issues.",0,en,REAL,169,25
EXCLUSIVE: Scientists DISCOVER that coconut oil CURES cholera in just 21 days! Big Pharma DOESN'T want you to know! 12 doctors SILENCED for revealing this! WAKE UP! The New World Order is REAL!,1,en,FAKE,193,33
"The RBI announced today that new trade agreement will take effect from June 30. Officials confirmed the decision after 30 days of deliberation. The measure is expected to boost employment, according to PTI.",0,en,REAL,206,33
"NUS-இல் உள்ள ஆராய்ச்சியாளர்கள் Lancet இதழில் ஆய்வு முடிவுகளை வெளியிட்டனர். 3 ஆண்டுகள் 10,000 பங்கேற்பாளர்களுடன் நடத்தப்பட்ட இந்த ஆய்வு cut costs by 30% என்று கண்டறிந்தது. சகாக்கள் ஆய்வு முறையை பாராட்டினர்.",0,ta,REAL,205,25
Apple நிறுவனம் record காலாண்டு வருவாய் அறிவித்ததால் Friday அன்று சந்தை rallied. Morgan Stanley பகுப்பாய்வாளர்கள் 2030 கணிப்பை 8.1% ஆக திருத்தினர்.,0,ta,REAL,146,18
Mumbai-ல் Tuesday அன்று 12 புதிய cholera வழக்குகள் பதிவாயின. சுகாதார அதிகாரிகள் நிலைமையை சமாளிக்க mobile units நிறுத்தினர். குடிமக்கள் wear masks என்று அறிவுறுத்தப்படுகின்றனர்.,0,ta,REAL,176,20
அதிர்ச்சி செய்தி: a tech billionaire இரகசியமாக meets foreign spy! அரசு vaccines பற்றிய உண்மையை மறைக்கிறது! DELETE ஆவதற்கு முன் SHARE செய்யுங்கள்! PTI இந்த அதிர்ச்சிகரமான உண்மையை உறுதிப்படுத்துகிறது!,1,ta,FAKE,198,24
Chennai reported 10 million new cases of malaria on Friday. Health authorities have deployed vaccines to manage the situation. Officials urge residents to stay home.,0,en,REAL,165,25
"Researchers at Oxford published findings in NEJM showing that doubled lifespan. The study, conducted over 10 years with 5,000 participants, concludes that lifestyle changes matter. Peer reviewers praised the methodology.",0,en,REAL,220,30
"Researchers at NUS published findings in Nature showing that reduced risk by 40%. The study, conducted over 3 years with 500 participants, concludes that lifestyle changes matter. Peer reviewers praised the methodology.",0,en,REAL,219,32
அதிசயம்: a local farmer ஒரே 21 நாளில் 200 கிலோ குறைத்தனர்! மருத்துவர்கள் வெறுக்கும் இந்த ஒரு இரகசிய உத்தி! a tech billionaire தினமும் இதை பயன்படுத்துகிறார்! இன்றே ஆர்டர் செய்யுங்கள்!,1,ta,FAKE,182,25
Google நிறுவனம் strong காலாண்டு வருவாய் அறிவித்ததால் Thursday அன்று சந்தை plunged. Morgan Stanley பகுப்பாய்வாளர்கள் 2035 கணிப்பை 6.3% ஆக திருத்தினர்.,0,ta,REAL,149,18
"Mumbai-ல் Tuesday அன்று 2,300 புதிய dengue வழக்குகள் பதிவாயின. சுகாதார அதிகாரிகள் நிலைமையை சமாளிக்க vaccines நிறுத்தினர். குடிமக்கள் wear masks என்று அறிவுறுத்தப்படுகின்றனர்.",0,ta,REAL,174,19
கசிந்த ஆவணம்: deep state 2035-ல் microchip citizens திட்டமிடுகிறது! உள்நாட்டு தகவலாளர்கள் உயிருக்கு பயந்து ஓடுகின்றனர்! மக்களுக்கு gun rights ஆபத்தில் உள்ளது! SHARE செய்யுங்கள்!,1,ta,FAKE,177,20
அம்பலம்: a governor கேமராவில் hiding documents பிடிக்கப்பட்டனர்! 12 லட்சம் மக்கள் நீதி கோருகின்றனர்! France globalists காரணமாக நலிவடைகிறது! உடனே பகிருங்கள்!,1,ta,FAKE,156,18
"அதிசயம்: a mother of three ஒரே 21 நாளில் 2,500 கிலோ குறைத்தனர்! மருத்துவர்கள் வெறுக்கும் இந்த ஒரு இரகசிய உத்தி! a major politician தினமும் இதை பயன்படுத்துகிறார்! இன்றே ஆர்டர் செய்யுங்கள்!",1,ta,FAKE,187,26
அதிசயம்: a mother of three ஒரே 60 நாளில் 12 கிலோ குறைத்தனர்! மருத்துவர்கள் வெறுக்கும் இந்த ஒரு இரகசிய உத்தி! a major politician தினமும் இதை பயன்படுத்துகிறார்! இன்றே ஆர்டர் செய்யுங்கள்!,1,ta,FAKE,184,26
TCS நிறுவனம் record காலாண்டு வருவாய் அறிவித்ததால் Monday அன்று சந்தை rallied. ICICI பகுப்பாய்வாளர்கள் 2026 கணிப்பை 8.1% ஆக திருத்தினர்.,0,ta,REAL,135,17
IIT Madras-இல் உள்ள ஆராய்ச்சியாளர்கள் Lancet இதழில் ஆய்வு முடிவுகளை வெளியிட்டனர். 5 ஆண்டுகள் 500 பங்கேற்பாளர்களுடன் நடத்தப்பட்ட இந்த ஆய்வு doubled lifespan என்று கண்டறிந்தது. சகாக்கள் ஆய்வு முறையை பாராட்டினர்.,0,ta,REAL,209,24
அம்பலம்: a senior minister கேமராவில் lying under oath பிடிக்கப்பட்டனர்! 10 million லட்சம் மக்கள் நீதி கோருகின்றனர்! India elites காரணமாக நலிவடைகிறது! உடனே பகிருங்கள்!,1,ta,FAKE,166,21
"The France government approved a $12 billion budget for education. The plan, reviewed by parliament, aims to achieve net-zero by 2025. Opposition parties offered mixed responses.",0,en,REAL,178,26
Tesla நிறுவனம் strong காலாண்டு வருவாய் அறிவித்ததால் Tuesday அன்று சந்தை surged. Citi பகுப்பாய்வாளர்கள் 2030 கணிப்பை 9.0% ஆக திருத்தினர்.,0,ta,REAL,136,17
"LEAKED: leaked email REVEALS that UN plans to censor internet by 2027! Insiders FLEE for their lives! 2,300% of population at RISK! They are COMING for your gun rights! RESIST now!",1,en,FAKE,180,31
Reliance நிறுவனம் strong காலாண்டு வருவாய் அறிவித்ததால் Friday அன்று சந்தை rose. ICICI பகுப்பாய்வாளர்கள் 2030 கணிப்பை 8.1% ஆக திருத்தினர்.,0,ta,REAL,137,17
இரகசியம் வெளியாயிற்று: garlic 14 நாளில் influenza-ஐ குணப்படுத்துகிறது! பெரிய நிறுவனங்கள் இதை மறைக்கின்றன! 10 million மருத்துவர்கள் இதை வெளியிட்டதால் நிறுத்தப்பட்டனர்! விழிப்புணர்வு பெறுங்கள்! New World Order உண்மையானது!,1,ta,FAKE,219,23
France அரசு education துறைக்கு ₹50 கோடி நிதி ஒதுக்கியது. parliament மதிப்பாய்வு செய்த திட்டம் 2030-ல் boost GDP by 7% நோக்கமாக கொண்டுள்ளது. எதிர்க்கட்சிகள் கலவையான கருத்துக்களை தெரிவித்தன.,0,ta,REAL,188,23
Infosys நிறுவனம் strong காலாண்டு வருவாய் அறிவித்ததால் Thursday அன்று சந்தை rose. ICICI பகுப்பாய்வாளர்கள் 2035 கணிப்பை 7.5% ஆக திருத்தினர்.,0,ta,REAL,138,17
"The UN announced today that new trade agreement will take effect from January 1. Officials confirmed the decision after 21 days of deliberation. The measure is expected to reduce inflation, according to PTI.",0,en,REAL,207,33
அதிர்ச்சி செய்தி: a major politician இரகசியமாக betrays nation! அரசு chemtrails பற்றிய உண்மையை மறைக்கிறது! DELETE ஆவதற்கு முன் SHARE செய்யுங்கள்! Reuters இந்த அதிர்ச்சிகரமான உண்மையை உறுதிப்படுத்துகிறது!,1,ta,FAKE,201,23
"அதிசயம்: a retired teacher ஒரே 90 நாளில் 2,500 கிலோ குறைத்தனர்! மருத்துவர்கள் வெறுக்கும் இந்த ஒரு இரகசிய உத்தி! a famous actor தினமும் இதை பயன்படுத்துகிறார்! இன்றே ஆர்டர் செய்யுங்கள்!",1,ta,FAKE,183,25
"Stock markets rallied on Tuesday as Apple reported record quarterly earnings. Analysts at JPMorgan revised their 2035 forecast to 7.5%, citing cost pressures.",0,en,REAL,158,23
"அம்பலம்: a governor கேமராவில் hiding documents பிடிக்கப்பட்டனர்! 500,000 லட்சம் மக்கள் நீதி கோருகின்றனர்! UK foreign agents காரணமாக நலிவடைகிறது! உடனே பகிருங்கள்!",1,ta,FAKE,161,19
அம்பலம்: a senior minister கேமராவில் lying under oath பிடிக்கப்பட்டனர்! 10 million லட்சம் மக்கள் நீதி கோருகின்றனர்! Japan immigrants காரணமாக நலிவடைகிறது! உடனே பகிருங்கள்!,1,ta,FAKE,170,21
"NUS-இல் உள்ள ஆராய்ச்சியாளர்கள் Cell இதழில் ஆய்வு முடிவுகளை வெளியிட்டனர். 10 ஆண்டுகள் 1,200 பங்கேற்பாளர்களுடன் நடத்தப்பட்ட இந்த ஆய்வு improved accuracy என்று கண்டறிந்தது. சகாக்கள் ஆய்வு முறையை பாராட்டினர்.",0,ta,REAL,204,23
BREAKING: a major politician SECRETLY funds terror groups! Government HIDING the TRUTH about chemtrails! SHARE before they DELETE this! senior official confirms SHOCKING revelation that mainstream media REFUSES to cover. This changes EVERYTHING!,1,en,FAKE,245,33
"The Germany government approved a $5 billion budget for agriculture. The plan, reviewed by parliament, aims to achieve net-zero by 2035. Opposition parties offered mixed responses.",0,en,REAL,180,26
"Researchers at BITS Pilani published findings in Cell showing that doubled lifespan. The study, conducted over 5 years with 5,000 participants, concludes that early screening saves lives. Peer reviewers praised the methodology.",0,en,REAL,227,32
"Hyderabad-ல் Tuesday அன்று 500,000 புதிய cholera வழக்குகள் பதிவாயின. சுகாதார அதிகாரிகள் நிலைமையை சமாளிக்க testing kits நிறுத்தினர். குடிமக்கள் wear masks என்று அறிவுறுத்தப்படுகின்றனர்.",0,ta,REAL,184,20
"Chennai-ல் Monday அன்று 500,000 புதிய influenza வழக்குகள் பதிவாயின. சுகாதார அதிகாரிகள் நிலைமையை சமாளிக்க testing kits நிறுத்தினர். குடிமக்கள் avoid crowding என்று அறிவுறுத்தப்படுகின்றனர்.",0,ta,REAL,187,20
BREAKING: a famous actor SECRETLY betrays nation! Government HIDING the TRUTH about water supply! SHARE before they DELETE this! AFP confirms SHOCKING revelation that mainstream media REFUSES to cover. This changes EVERYTHING!,1,en,FAKE,226,32
Tesla நிறுவனம் stellar காலாண்டு வருவாய் அறிவித்ததால் Tuesday அன்று சந்தை dipped. Citi பகுப்பாய்வாளர்கள் 2026 கணிப்பை 4.2% ஆக திருத்தினர்.,0,ta,REAL,137,17
EXCLUSIVE: Scientists DISCOVER that turmeric CURES malaria in just 7 days! Big Pharma DOESN'T want you to know! 100 doctors SILENCED for revealing this! WAKE UP! The deep state plot is REAL!,1,en,FAKE,190,32
கசிந்த ஆவணம்: WHO 2025-ல் censor internet திட்டமிடுகிறது! உள்நாட்டு தகவலாளர்கள் உயிருக்கு பயந்து ஓடுகின்றனர்! மக்களுக்கு property ஆபத்தில் உள்ளது! SHARE செய்யுங்கள்!,1,ta,FAKE,165,18
BREAKING: a famous actor SECRETLY funds terror groups! Government HIDING the TRUTH about water supply! SHARE before they DELETE this! senior official confirms SHOCKING revelation that mainstream media REFUSES to cover. This changes EVERYTHING!,1,en,FAKE,243,34
"IIT Madras-இல் உள்ள ஆராய்ச்சியாளர்கள் Science இதழில் ஆய்வு முடிவுகளை வெளியிட்டனர். 10 ஆண்டுகள் 1,200 பங்கேற்பாளர்களுடன் நடத்தப்பட்ட இந்த ஆய்வு improved accuracy என்று கண்டறிந்தது. சகாக்கள் ஆய்வு முறையை பாராட்டினர்.",0,ta,REAL,214,24
MIRACLE: a mother of three LOSES 5 kg in 60 days using ONE weird trick doctors HATE! Experts BAFFLED! a tech billionaire uses this SECRET daily! ORDER before April 5 — LIMITED SUPPLY!,1,en,FAKE,183,33
